ano,mes,densidade
2011,9,8.5325496091042
2011,9,8.5325496091042
2012,9,9.9830200755338
2012,9,9.9830200755338
2016,9,12.905777383841
2016,9,12.905777383841
2020,9,16.832491567688
2020,9,16.832491567688
2007,9,4.0713127023372
2007,9,4.0713127023372
2017,9,13.601538881683
2017,9,13.601538881683
2008,9,5.3559138210482
2008,9,5.3559138210482
2021,9,19.05741700057
2021,9,19.05741700057
2015,9,12.450241448258
2015,9,12.450241448258
2018,9,14.821092026711
2018,9,14.821092026711
2022,10,20.980733337293
2022,10,20.980733337293
2011,10,8.6314883368201
2011,10,8.6314883368201
2017,10,13.71003738503
2017,10,13.71003738503
2018,10,14.916227687104
2018,10,14.916227687104
2016,10,12.954126059428
2016,10,12.954126059428
2021,10,19.199913889915
2021,10,19.199913889915
2020,10,16.926607101546
2020,10,16.926607101546
2012,10,10.069142705427
2012,10,10.069142705427
2019,10,15.770610233188
2019,10,15.770610233188
2013,10,10.972794017653
2013,10,10.972794017653
2015,10,12.482453884128
2015,10,12.482453884128
2014,10,11.753745535505
2014,10,11.753745535505
2013,11,11.052316502085
2013,11,11.052316502085
2016,11,12.981056524051
2016,11,12.981056524051
2021,11,19.269361030196
2021,11,19.269361030196
2017,11,13.784629173069
2017,11,13.784629173069
2020,11,17.103211091015
2020,11,17.103211091015
2011,11,8.7462730313566
2011,11,8.7462730313566
2022,11,20.975263091113
2022,11,20.975263091113
2014,11,11.807439354566
2014,11,11.807439354566
2019,11,15.491845534408
2019,11,15.491845534408
2012,11,10.191542478023
2012,11,10.191542478023
2015,11,12.442111554516
2015,11,12.442111554516
2018,11,15.003912325913
2018,11,15.003912325913
2020,12,17.16349140688
2020,12,17.16349140688
2007,12,4.5114965570629
2007,12,4.5114965570629
2021,12,19.528358365151
2021,12,19.528358365151
2019,12,15.659028406884
2019,12,15.659028406884
2009,12,6.5388395538001
2009,12,6.5388395538001
2008,12,5.6176113113348
2008,12,5.6176113113348
2018,12,14.98022445633
2018,12,14.98022445633
2010,12,7.8453550140181
2010,12,7.8453550140181
2017,12,13.920705805954
2017,12,13.920705805954
2022,12,21.263816350414
2022,12,21.263816350414
2014,12,11.821057697672
2014,12,11.821057697672
2015,12,12.466868041994
2015,12,12.466868041994
2016,12,12.985176434493
2016,12,12.985176434493
2011,12,8.8505855471271
2011,12,8.8505855471271
2012,12,10.224495893206
2012,12,10.224495893206
2013,12,11.036663723175
2013,12,11.036663723175
